ID,Decidim Commentable Type,Decidim Commentable ID,Decidim Author ID,Created At,Updated At,Depth,Alignment,Decidim User Group ID,Decidim Root Commentable Type,Decidim Root Commentable ID,Decidim Author Type,Body,Comments Count,Decidim Participatory Space Type,Decidim Participatory Space ID,Deleted At,Status,Sensitive Content
2222,Decidim::Proposals::Proposal,11649,1459429,2023-09-24T18:35:23.497586,2023-09-24T18:35:23.497586,0,0,,Decidim::Proposals::Proposal,11649,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2185,Decidim::Proposals::Proposal,11886,1459408,2023-09-24T17:40:13.803692,2023-09-24T17:40:13.803692,0,0,,Decidim::Proposals::Proposal,11886,Decidim::UserBaseEntity,"{""pt-BR"": ""Super favorável ""}",0,Decidim::Assembly,1,,0,false
2223,Decidim::Proposals::Proposal,11873,1459429,2023-09-24T18:35:29.367969,2023-09-24T18:35:29.367969,0,0,,Decidim::Proposals::Proposal,11873,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2182,Decidim::Proposals::Proposal,11767,213907,2023-09-24T14:09:26.714935,2023-09-24T14:09:26.714935,0,0,,Decidim::Proposals::Proposal,11767,Decidim::UserBaseEntity,"{""pt-BR"": ""Parabéns pela proposta! TB Precisamos cuidar e dar oportunidades a nossa juventude. Ela é o futuro do nosso país! ""}",0,Decidim::Assembly,1,,0,false
2183,Decidim::Proposals::Proposal,11862,1458187,2023-09-24T15:06:53.125194,2023-09-24T15:06:53.125194,0,1,,Decidim::Proposals::Proposal,11862,Decidim::UserBaseEntity,"{""pt-BR"": ""✊️✊️✊️✊️""}",0,Decidim::Assembly,1,,0,false
2184,Decidim::Proposals::Proposal,11711,1458187,2023-09-24T15:08:34.935572,2023-09-24T15:08:34.935572,0,1,,Decidim::Proposals::Proposal,11711,Decidim::UserBaseEntity,"{""pt-BR"": ""Ótima proposta, fundamental que as vagas do ID jovem sejam ampliadas ""}",0,Decidim::Assembly,1,,0,false
2186,Decidim::Proposals::Proposal,11791,1459409,2023-09-24T17:42:19.797369,2023-09-24T17:42:19.797369,0,1,,Decidim::Proposals::Proposal,11791,Decidim::UserBaseEntity,"{""pt-BR"": ""Proposta incrível😍👏🏻👏🏻👏🏻👏🏻""}",0,Decidim::Assembly,1,,0,false
2187,Decidim::Comments::Comment,2186,95771,2023-09-24T17:46:13.547002,2023-09-24T17:46:13.547002,1,0,,Decidim::Proposals::Proposal,11791,Decidim::UserBaseEntity,"{""pt-BR"": ""Muito obrigado, tia Lenny! 🥰🤝🏽""}",0,Decidim::Assembly,1,,0,false
2188,Decidim::Proposals::Proposal,11791,1459416,2023-09-24T18:06:52.287052,2023-09-24T18:06:52.287052,0,1,,Decidim::Proposals::Proposal,11791,Decidim::UserBaseEntity,"{""pt-BR"": ""Super apoio☺👏👏""}",0,Decidim::Assembly,1,,0,false
2189,Decidim::Comments::Comment,2188,95771,2023-09-24T18:07:58.224176,2023-09-24T18:07:58.224176,1,0,,Decidim::Proposals::Proposal,11791,Decidim::UserBaseEntity,"{""pt-BR"": ""Muito obrigado, Dani!! 🥰🤝🏽""}",0,Decidim::Assembly,1,,0,false
2190,Decidim::Proposals::Proposal,11651,1459418,2023-09-24T18:08:20.027993,2023-09-24T18:08:20.027993,0,0,,Decidim::Proposals::Proposal,11651,Decidim::UserBaseEntity,"{""pt-BR"": ""a Favor.""}",0,Decidim::Assembly,1,,0,false
2191,Decidim::Proposals::Proposal,11650,1459418,2023-09-24T18:08:23.245106,2023-09-24T18:08:23.245106,0,0,,Decidim::Proposals::Proposal,11650,Decidim::UserBaseEntity,"{""pt-BR"": ""a Favor.""}",0,Decidim::Assembly,1,,0,false
2192,Decidim::Proposals::Proposal,11649,1459418,2023-09-24T18:08:26.627931,2023-09-24T18:08:26.627931,0,0,,Decidim::Proposals::Proposal,11649,Decidim::UserBaseEntity,"{""pt-BR"": ""a Favor.""}",0,Decidim::Assembly,1,,0,false
2193,Decidim::Proposals::Proposal,11873,1459418,2023-09-24T18:08:31.384348,2023-09-24T18:08:31.384348,0,0,,Decidim::Proposals::Proposal,11873,Decidim::UserBaseEntity,"{""pt-BR"": ""a Favor.""}",0,Decidim::Assembly,1,,0,false
2194,Decidim::Proposals::Proposal,11910,1459421,2023-09-24T18:18:41.590478,2023-09-24T18:18:41.590478,0,0,,Decidim::Proposals::Proposal,11910,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2195,Decidim::Proposals::Proposal,11873,1459421,2023-09-24T18:18:49.609489,2023-09-24T18:18:49.609489,0,0,,Decidim::Proposals::Proposal,11873,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2196,Decidim::Proposals::Proposal,11649,1459421,2023-09-24T18:18:52.711865,2023-09-24T18:18:52.711865,0,0,,Decidim::Proposals::Proposal,11649,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2197,Decidim::Proposals::Proposal,11650,1459421,2023-09-24T18:18:57.321776,2023-09-24T18:18:57.321776,0,0,,Decidim::Proposals::Proposal,11650,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2198,Decidim::Proposals::Proposal,11651,1459421,2023-09-24T18:19:00.718717,2023-09-24T18:19:00.718717,0,0,,Decidim::Proposals::Proposal,11651,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2199,Decidim::Proposals::Proposal,11651,1459425,2023-09-24T18:20:54.045546,2023-09-24T18:20:58.65666,0,0,,Decidim::Proposals::Proposal,11651,Decidim::UserBaseEntity,"{""pt-BR"": ""299.234.334-04""}",0,Decidim::Assembly,1,2023-09-24T18:20:58.638642,0,false
2200,Decidim::Proposals::Proposal,11651,1459425,2023-09-24T18:21:02.526792,2023-09-24T18:21:02.526792,0,0,,Decidim::Proposals::Proposal,11651,Decidim::UserBaseEntity,"{""pt-BR"": ""otima""}",0,Decidim::Assembly,1,,0,false
2201,Decidim::Proposals::Proposal,11650,1459425,2023-09-24T18:21:04.853901,2023-09-24T18:21:04.853901,0,0,,Decidim::Proposals::Proposal,11650,Decidim::UserBaseEntity,"{""pt-BR"": ""otima""}",0,Decidim::Assembly,1,,0,false
2202,Decidim::Proposals::Proposal,11649,1459425,2023-09-24T18:21:06.33961,2023-09-24T18:21:06.33961,0,0,,Decidim::Proposals::Proposal,11649,Decidim::UserBaseEntity,"{""pt-BR"": ""otima""}",0,Decidim::Assembly,1,,0,false
2203,Decidim::Proposals::Proposal,11873,1459425,2023-09-24T18:21:08.254716,2023-09-24T18:21:08.254716,0,0,,Decidim::Proposals::Proposal,11873,Decidim::UserBaseEntity,"{""pt-BR"": ""otima""}",0,Decidim::Assembly,1,,0,false
2204,Decidim::Proposals::Proposal,11910,1459425,2023-09-24T18:21:10.008187,2023-09-24T18:21:10.008187,0,0,,Decidim::Proposals::Proposal,11910,Decidim::UserBaseEntity,"{""pt-BR"": ""otima""}",0,Decidim::Assembly,1,,0,false
2205,Decidim::Proposals::Proposal,11910,1458046,2023-09-24T18:24:19.335601,2023-09-24T18:24:19.335601,0,0,,Decidim::Proposals::Proposal,11910,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima ""}",0,Decidim::Assembly,1,,0,false
2206,Decidim::Proposals::Proposal,11873,1458046,2023-09-24T18:24:22.701441,2023-09-24T18:24:22.701441,0,0,,Decidim::Proposals::Proposal,11873,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima ""}",0,Decidim::Assembly,1,,0,false
2207,Decidim::Proposals::Proposal,11649,1458046,2023-09-24T18:24:25.520522,2023-09-24T18:24:25.520522,0,0,,Decidim::Proposals::Proposal,11649,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima ""}",0,Decidim::Assembly,1,,0,false
2208,Decidim::Proposals::Proposal,11650,1458046,2023-09-24T18:24:28.653972,2023-09-24T18:24:28.653972,0,0,,Decidim::Proposals::Proposal,11650,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima ""}",0,Decidim::Assembly,1,,0,false
2209,Decidim::Proposals::Proposal,11651,1458046,2023-09-24T18:24:33.110158,2023-09-24T18:24:33.110158,0,0,,Decidim::Proposals::Proposal,11651,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima ""}",0,Decidim::Assembly,1,,0,false
2210,Decidim::Proposals::Proposal,11910,1459427,2023-09-24T18:26:51.863155,2023-09-24T18:26:51.863155,0,0,,Decidim::Proposals::Proposal,11910,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2211,Decidim::Proposals::Proposal,11873,1459427,2023-09-24T18:26:59.911784,2023-09-24T18:26:59.911784,0,0,,Decidim::Proposals::Proposal,11873,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2212,Decidim::Proposals::Proposal,11649,1459427,2023-09-24T18:27:05.440835,2023-09-24T18:27:05.440835,0,0,,Decidim::Proposals::Proposal,11649,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2213,Decidim::Proposals::Proposal,11650,1459427,2023-09-24T18:27:12.841447,2023-09-24T18:27:12.841447,0,0,,Decidim::Proposals::Proposal,11650,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2214,Decidim::Proposals::Proposal,11651,1459427,2023-09-24T18:27:26.908412,2023-09-24T18:27:26.908412,0,0,,Decidim::Proposals::Proposal,11651,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2215,Decidim::Proposals::Proposal,11910,1459428,2023-09-24T18:31:07.686206,2023-09-24T18:31:07.686206,0,0,,Decidim::Proposals::Proposal,11910,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2216,Decidim::Proposals::Proposal,11873,1459428,2023-09-24T18:31:12.858368,2023-09-24T18:31:12.858368,0,0,,Decidim::Proposals::Proposal,11873,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2217,Decidim::Proposals::Proposal,11649,1459428,2023-09-24T18:31:18.236354,2023-09-24T18:31:18.236354,0,0,,Decidim::Proposals::Proposal,11649,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2218,Decidim::Proposals::Proposal,11650,1459428,2023-09-24T18:31:23.547798,2023-09-24T18:31:23.547798,0,0,,Decidim::Proposals::Proposal,11650,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2219,Decidim::Proposals::Proposal,11651,1459428,2023-09-24T18:31:30.091124,2023-09-24T18:31:30.091124,0,0,,Decidim::Proposals::Proposal,11651,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2220,Decidim::Proposals::Proposal,11651,1459429,2023-09-24T18:35:10.344531,2023-09-24T18:35:10.344531,0,0,,Decidim::Proposals::Proposal,11651,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2221,Decidim::Proposals::Proposal,11650,1459429,2023-09-24T18:35:18.520738,2023-09-24T18:35:18.520738,0,0,,Decidim::Proposals::Proposal,11650,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2224,Decidim::Proposals::Proposal,11910,1459429,2023-09-24T18:35:34.411583,2023-09-24T18:35:34.411583,0,0,,Decidim::Proposals::Proposal,11910,Decidim::UserBaseEntity,"{""pt-BR"": ""Otima""}",0,Decidim::Assembly,1,,0,false
2225,Decidim::Proposals::Proposal,11651,1459433,2023-09-24T18:41:36.487766,2023-09-24T18:41:36.487766,0,0,,Decidim::Proposals::Proposal,11651,Decidim::UserBaseEntity,"{""pt-BR"": ""Ótima Proposta.""}",0,Decidim::Assembly,1,,0,false
2226,Decidim::Proposals::Proposal,11650,1459433,2023-09-24T18:41:42.823794,2023-09-24T18:41:42.823794,0,0,,Decidim::Proposals::Proposal,11650,Decidim::UserBaseEntity,"{""pt-BR"": ""Ótima Proposta.""}",0,Decidim::Assembly,1,,0,false
2227,Decidim::Proposals::Proposal,11649,1459433,2023-09-24T18:41:52.126578,2023-09-24T18:41:52.126578,0,0,,Decidim::Proposals::Proposal,11649,Decidim::UserBaseEntity,"{""pt-BR"": ""Ótima Proposta.""}",0,Decidim::Assembly,1,,0,false
2228,Decidim::Proposals::Proposal,11873,1459433,2023-09-24T18:41:57.282362,2023-09-24T18:41:57.282362,0,0,,Decidim::Proposals::Proposal,11873,Decidim::UserBaseEntity,"{""pt-BR"": ""Ótima Proposta.""}",0,Decidim::Assembly,1,,0,false
2229,Decidim::Proposals::Proposal,11910,1459433,2023-09-24T18:42:02.3277,2023-09-24T18:42:02.3277,0,0,,Decidim::Proposals::Proposal,11910,Decidim::UserBaseEntity,"{""pt-BR"": ""Ótima Proposta.""}",0,Decidim::Assembly,1,,0,false
2230,Decidim::Proposals::Proposal,11910,1459435,2023-09-24T18:49:47.885569,2023-09-24T18:49:47.885569,0,0,,Decidim::Proposals::Proposal,11910,Decidim::UserBaseEntity,"{""pt-BR"": ""Ótima Proposta.""}",0,Decidim::Assembly,1,,0,false
2231,Decidim::Proposals::Proposal,11873,1459435,2023-09-24T18:49:54.537005,2023-09-24T18:49:54.537005,0,0,,Decidim::Proposals::Proposal,11873,Decidim::UserBaseEntity,"{""pt-BR"": ""Ótima Proposta.""}",0,Decidim::Assembly,1,,0,false
2232,Decidim::Proposals::Proposal,11649,1459435,2023-09-24T18:50:01.343534,2023-09-24T18:50:01.343534,0,0,,Decidim::Proposals::Proposal,11649,Decidim::UserBaseEntity,"{""pt-BR"": ""Ótima Proposta.""}",0,Decidim::Assembly,1,,0,false
2233,Decidim::Proposals::Proposal,11650,1459435,2023-09-24T18:50:11.478749,2023-09-24T18:50:11.478749,0,0,,Decidim::Proposals::Proposal,11650,Decidim::UserBaseEntity,"{""pt-BR"": ""Ótima Proposta.""}",0,Decidim::Assembly,1,,0,false
2234,Decidim::Proposals::Proposal,11651,1459435,2023-09-24T18:50:13.792787,2023-09-24T18:50:13.792787,0,0,,Decidim::Proposals::Proposal,11651,Decidim::UserBaseEntity,"{""pt-BR"": ""Ótima Proposta.""}",0,Decidim::Assembly,1,,0,false
2235,Decidim::Proposals::Proposal,11791,1459437,2023-09-24T18:54:33.106098,2023-09-24T18:54:33.106098,0,1,,Decidim::Proposals::Proposal,11791,Decidim::UserBaseEntity,"{""pt-BR"": ""Iniciativa incrível!! Boa sorte Samuel.""}",0,Decidim::Assembly,1,,0,false
2236,Decidim::Comments::Comment,2235,95771,2023-09-24T18:57:00.695786,2023-09-24T18:57:00.695786,1,0,,Decidim::Proposals::Proposal,11791,Decidim::UserBaseEntity,"{""pt-BR"": ""Valeu, meu brother! 🤝🏽 Tmj!""}",0,Decidim::Assembly,1,,0,false
2237,Decidim::Proposals::Proposal,11791,192752,2023-09-24T19:04:32.3423,2023-09-24T19:04:32.3423,0,0,,Decidim::Proposals::Proposal,11791,Decidim::UserBaseEntity,"{""pt-BR"": ""Top Samuel ""}",0,Decidim::Assembly,1,,0,false
2238,Decidim::Comments::Comment,2237,95771,2023-09-24T19:10:19.930856,2023-09-24T19:10:19.930856,1,0,,Decidim::Proposals::Proposal,11791,Decidim::UserBaseEntity,"{""pt-BR"": ""Valeu, Wigo! Tmj, meu brother! 🤝🏽""}",0,Decidim::Assembly,1,,0,false
2239,Decidim::Proposals::Proposal,11773,1459439,2023-09-24T19:12:40.121064,2023-09-24T19:12:40.121064,0,1,,Decidim::Proposals::Proposal,11773,Decidim::UserBaseEntity,"{""pt-BR"": ""Ótima iniciativa!""}",0,Decidim::Assembly,1,,0,false
2240,Decidim::Proposals::Proposal,11791,268354,2023-09-24T19:19:24.983607,2023-09-24T19:19:24.983607,0,0,,Decidim::Proposals::Proposal,11791,Decidim::UserBaseEntity,"{""pt-BR"": ""Muito boa a proposta!!""}",0,Decidim::Assembly,1,,0,false
2241,Decidim::Comments::Comment,2240,95771,2023-09-24T19:22:27.298272,2023-09-24T19:22:27.298272,1,0,,Decidim::Proposals::Proposal,11791,Decidim::UserBaseEntity,"{""pt-BR"": ""Muito obrigado, meu querido! Tmj, Otávio!  🤝🏽""}",0,Decidim::Assembly,1,,0,false
2242,Decidim::Proposals::Proposal,11791,1459462,2023-09-24T19:56:02.992297,2023-09-24T19:56:02.992297,0,0,,Decidim::Proposals::Proposal,11791,Decidim::UserBaseEntity,"{""pt-BR"": ""Muito boa essa proposta para incentivar os jovens.""}",0,Decidim::Assembly,1,,0,false
2243,Decidim::Comments::Comment,2242,95771,2023-09-24T19:58:23.022028,2023-09-24T19:58:23.022028,1,0,,Decidim::Proposals::Proposal,11791,Decidim::UserBaseEntity,"{""pt-BR"": ""Muito obrigado por acreditar na minha proposta, Roseane! 🥰🤝🏽""}",0,Decidim::Assembly,1,,0,false
2244,Decidim::Proposals::Proposal,11658,1451820,2023-09-24T20:02:14.841117,2023-09-24T20:02:14.841117,0,0,,Decidim::Proposals::Proposal,11658,Decidim::UserBaseEntity,"{""pt-BR"": ""Ótima proposta\nVita na minha \ngid://decide/Decidim::Proposals::Proposal/11651""}",0,Decidim::Assembly,1,,0,false
2245,Decidim::Proposals::Proposal,11719,1451820,2023-09-24T20:03:37.941906,2023-09-24T20:03:37.941906,0,0,,Decidim::Proposals::Proposal,11719,Decidim::UserBaseEntity,"{""pt-BR"": ""Apoiada.\nMe ajude na minha também.\n\ngid://decide/Decidim::Proposals::Proposal/11651""}",0,Decidim::Assembly,1,,0,false
2246,Decidim::Proposals::Proposal,11802,1451820,2023-09-24T20:04:01.310071,2023-09-24T20:04:01.310071,0,0,,Decidim::Proposals::Proposal,11802,Decidim::UserBaseEntity,"{""pt-BR"": ""Apoiada.\nMe ajude na minha também.\n\ngid://decide/Decidim::Proposals::Proposal/11651""}",0,Decidim::Assembly,1,,0,false
2247,Decidim::Proposals::Proposal,11819,1451820,2023-09-24T20:04:18.636451,2023-09-24T20:04:18.636451,0,0,,Decidim::Proposals::Proposal,11819,Decidim::UserBaseEntity,"{""pt-BR"": ""Apoiada.\nMe ajude na minha também.\n\ngid://decide/Decidim::Proposals::Proposal/11651""}",0,Decidim::Assembly,1,,0,false
2248,Decidim::Proposals::Proposal,11868,1451820,2023-09-24T20:04:43.979922,2023-09-24T20:04:43.979922,0,0,,Decidim::Proposals::Proposal,11868,Decidim::UserBaseEntity,"{""pt-BR"": ""Apoiada.\nMe ajude na minha também.\n\ngid://decide/Decidim::Proposals::Proposal/11651""}",0,Decidim::Assembly,1,,0,false
2249,Decidim::Proposals::Proposal,11738,1451820,2023-09-24T20:05:01.278204,2023-09-24T20:05:01.278204,0,0,,Decidim::Proposals::Proposal,11738,Decidim::UserBaseEntity,"{""pt-BR"": ""Apoiada.\nMe ajude na minha também.\n\ngid://decide/Decidim::Proposals::Proposal/11651""}",0,Decidim::Assembly,1,,0,false
2250,Decidim::Proposals::Proposal,11911,1451820,2023-09-24T20:06:15.786628,2023-09-24T20:06:15.786628,0,0,,Decidim::Proposals::Proposal,11911,Decidim::UserBaseEntity,"{""pt-BR"": ""Apoiada.\nMe ajude na minha também.\n\ngid://decide/Decidim::Proposals::Proposal/11651""}",0,Decidim::Assembly,1,,0,false
2251,Decidim::Proposals::Proposal,11909,1451820,2023-09-24T20:06:36.610961,2023-09-24T20:06:36.610961,0,0,,Decidim::Proposals::Proposal,11909,Decidim::UserBaseEntity,"{""pt-BR"": ""Apoiada.\nMe ajude na minha também.\n\ngid://decide/Decidim::Proposals::Proposal/11651""}",0,Decidim::Assembly,1,,0,false
2252,Decidim::Proposals::Proposal,11907,1451820,2023-09-24T20:06:58.400288,2023-09-24T20:06:58.400288,0,0,,Decidim::Proposals::Proposal,11907,Decidim::UserBaseEntity,"{""pt-BR"": ""Apoiada.\nMe ajude na minha também.\n\ngid://decide/Decidim::Proposals::Proposal/11651""}",0,Decidim::Assembly,1,,0,false
2253,Decidim::Proposals::Proposal,11909,1220864,2023-09-24T20:07:15.57965,2023-09-24T20:07:15.57965,0,0,,Decidim::Proposals::Proposal,11909,Decidim::UserBaseEntity,"{""pt-BR"": ""Importante que a secretaria nacional de proteção de direito do consumidor do ministério da justiça esteja atenta para evitar O enriquecimento ilícito das instituições de ensino""}",0,Decidim::Assembly,1,,0,false
2254,Decidim::Proposals::Proposal,11651,1451938,2023-09-24T20:16:02.968736,2023-09-24T20:16:02.968736,0,0,,Decidim::Proposals::Proposal,11651,Decidim::UserBaseEntity,"{""pt-BR"": ""Muito bomm""}",0,Decidim::Assembly,1,,0,false
2255,Decidim::Proposals::Proposal,11911,93227,2023-09-24T20:21:48.973718,2023-09-24T20:31:56.229049,0,0,,Decidim::Proposals::Proposal,11911,Decidim::UserBaseEntity,"{""pt-BR"": ""Excelente proposta! Assim podemos fomentar mais políticas públicas para as juventudes! Aproveita e me ajuda também ♥️\n\ngid://decide/Decidim::Proposals::Proposal/11909""}",0,Decidim::Assembly,1,,0,false
2256,Decidim::Proposals::Proposal,11909,1459438,2023-09-24T20:29:34.180885,2023-09-24T20:30:09.039299,0,0,,Decidim::Proposals::Proposal,11909,Decidim::UserBaseEntity,"{""pt-BR"": ""Muito boa sua proposta, é necessário regulamentar o ensino superior privado! Aproveito para deixar a minha aqui também! \n\ngid://decide/Decidim::Proposals::Proposal/11911""}",0,Decidim::Assembly,1,,0,false
2258,Decidim::Proposals::Proposal,11909,707977,2023-09-24T20:31:40.212686,2023-09-24T20:31:40.212686,0,0,,Decidim::Proposals::Proposal,11909,Decidim::UserBaseEntity,"{""pt-BR"": ""Educação não é mercadoria. Educação é um.direito. E  deve ser pública, gratuita,  laica e de qualidade social ""}",0,Decidim::Assembly,1,,0,false
2257,Decidim::Proposals::Proposal,11651,1459438,2023-09-24T20:31:08.461543,2023-09-24T20:31:40.761924,0,0,,Decidim::Proposals::Proposal,11651,Decidim::UserBaseEntity,"{""pt-BR"": ""Muito boa sua proposta, é necessário o combate às violências! Aproveito para deixar a minha aqui também!\n\ngid://decide/Decidim::Proposals::Proposal/11911""}",0,Decidim::Assembly,1,,0,false
2259,Decidim::Comments::Comment,2255,1459438,2023-09-24T20:32:17.715685,2023-09-24T20:32:17.715685,1,0,,Decidim::Proposals::Proposal,11911,Decidim::UserBaseEntity,"{""pt-BR"": ""Com certeza! Já votei.""}",0,Decidim::Assembly,1,,0,false
2260,Decidim::Comments::Comment,2250,1459438,2023-09-24T20:32:27.568987,2023-09-24T20:32:27.568987,1,0,,Decidim::Proposals::Proposal,11911,Decidim::UserBaseEntity,"{""pt-BR"": ""Votado! ""}",0,Decidim::Assembly,1,,0,false
2261,Decidim::Proposals::Proposal,11911,707977,2023-09-24T20:32:54.130311,2023-09-24T20:32:54.130311,0,0,,Decidim::Proposals::Proposal,11911,Decidim::UserBaseEntity,"{""pt-BR"": ""Uma Pais soberano investe na Juventude.""}",0,Decidim::Assembly,1,,0,false
2262,Decidim::Comments::Comment,2251,93227,2023-09-24T20:47:35.146632,2023-09-24T20:47:35.146632,1,0,,Decidim::Proposals::Proposal,11909,Decidim::UserBaseEntity,"{""pt-BR"": ""Apoiado! Estou animada para participar da conferência ""}",0,Decidim::Assembly,1,,0,false
2263,Decidim::Comments::Comment,2253,93227,2023-09-24T20:48:04.60656,2023-09-24T20:48:04.60656,1,0,,Decidim::Proposals::Proposal,11909,Decidim::UserBaseEntity,"{""pt-BR"": ""Excelente ideia, de fato precisamos de mais órgãos que regulamentem e fiscalizem as instituições de ensino privada""}",0,Decidim::Assembly,1,,0,false
2264,Decidim::Comments::Comment,2256,93227,2023-09-24T20:48:20.329099,2023-09-24T20:48:20.329099,1,0,,Decidim::Proposals::Proposal,11909,Decidim::UserBaseEntity,"{""pt-BR"": ""Apoiadíssimo! Espero te ver na conferência ""}",0,Decidim::Assembly,1,,0,false
2265,Decidim::Comments::Comment,2258,93227,2023-09-24T20:49:04.602581,2023-09-24T20:49:04.602581,1,0,,Decidim::Proposals::Proposal,11909,Decidim::UserBaseEntity,"{""pt-BR"": ""Exato! Mas dado que temos essa modalidade, precisamos garantir que não exista abusos com os estudantes com a alta das mensalidades ""}",0,Decidim::Assembly,1,,0,false
2266,Decidim::Proposals::Proposal,11878,1459477,2023-09-24T20:57:47.519863,2023-09-24T20:57:47.519863,0,1,,Decidim::Proposals::Proposal,11878,Decidim::UserBaseEntity,"{""pt-BR"": ""💚""}",0,Decidim::Assembly,1,,0,false
2267,Decidim::Proposals::Proposal,11911,1459478,2023-09-24T21:09:30.595002,2023-09-24T21:09:30.595002,0,1,,Decidim::Proposals::Proposal,11911,Decidim::UserBaseEntity,"{""pt-BR"": ""Ótima proposta! Vou compartilhar.""}",0,Decidim::Assembly,1,,0,false
2268,Decidim::Proposals::Proposal,11909,1459478,2023-09-24T21:10:24.076155,2023-09-24T21:10:24.076155,0,1,,Decidim::Proposals::Proposal,11909,Decidim::UserBaseEntity,"{""pt-BR"": ""Que proposta sensacional, vou compartilhar!""}",0,Decidim::Assembly,1,,0,false
2269,Decidim::Proposals::Proposal,11901,1451820,2023-09-24T21:52:18.111677,2023-09-24T21:52:18.111677,0,0,,Decidim::Proposals::Proposal,11901,Decidim::UserBaseEntity,"{""pt-BR"": ""Apoiada.\nMe ajude na minha também.\n\ngid://decide/Decidim::Proposals::Proposal/11651""}",0,Decidim::Assembly,1,,0,false
2270,Decidim::Proposals::Proposal,11804,1451820,2023-09-24T21:52:39.385219,2023-09-24T21:52:39.385219,0,0,,Decidim::Proposals::Proposal,11804,Decidim::UserBaseEntity,"{""pt-BR"": ""Apoiada.\nMe ajude na minha também.\n\ngid://decide/Decidim::Proposals::Proposal/11651""}",0,Decidim::Assembly,1,,0,false
2271,Decidim::Proposals::Proposal,11877,1451820,2023-09-24T21:52:53.966166,2023-09-24T21:52:53.966166,0,0,,Decidim::Proposals::Proposal,11877,Decidim::UserBaseEntity,"{""pt-BR"": ""Apoiada.\nMe ajude na minha também.\n\ngid://decide/Decidim::Proposals::Proposal/11651""}",0,Decidim::Assembly,1,,0,false
2272,Decidim::Comments::Comment,2262,1451820,2023-09-24T21:56:08.22195,2023-09-24T21:56:08.22195,2,0,,Decidim::Proposals::Proposal,11909,Decidim::UserBaseEntity,"{""pt-BR"": ""Fui na de 2015 foi maravilhosa""}",0,Decidim::Assembly,1,,0,false
2273,Decidim::Proposals::Proposal,11685,1451820,2023-09-24T21:58:33.39885,2023-09-24T21:58:33.39885,0,0,,Decidim::Proposals::Proposal,11685,Decidim::UserBaseEntity,"{""pt-BR"": ""Apoiada.\nMe ajude na minha também.\n\ngid://decide/Decidim::Proposals::Proposal/11651""}",0,Decidim::Assembly,1,,0,false
2274,Decidim::Proposals::Proposal,11668,1451820,2023-09-24T22:00:28.106165,2023-09-24T22:00:28.106165,0,0,,Decidim::Proposals::Proposal,11668,Decidim::UserBaseEntity,"{""pt-BR"": ""Apoiada.\nMe ajude na minha também.\n\ngid://decide/Decidim::Proposals::Proposal/11651""}",0,Decidim::Assembly,1,,0,false
2275,Decidim::Proposals::Proposal,11899,1451820,2023-09-24T22:01:28.425902,2023-09-24T22:01:28.425902,0,0,,Decidim::Proposals::Proposal,11899,Decidim::UserBaseEntity,"{""pt-BR"": ""Apoiada.\nMe ajude na minha também.\n\ngid://decide/Decidim::Proposals::Proposal/11651""}",0,Decidim::Assembly,1,,0,false
